3.50000e+01	1.27886e+00	2.34428e-02	1.12373e-05	5.92600e+00	3.46534e-01	1.67918e-04	6.30590e-02	7.85738e-04	2.67898e-06	3.46577e+00	4.16839e-03	4.85442e-06	1.21140e+00	3.93816e-03	2.32737e-06	1.48375e+00	1.00281e-01	1.00281e-03	1.48375e+00	1.00281e-01	1.00281e-03	1.48375e+00	1.00281e-01	1.00281e-03	1.48375e+00	1.00281e-01	1.00281e-03	3.01250e+00	1.88712e-01	1.88712e-03	3.01250e+00	1.88712e-01	1.88712e-03	1.93122e+00	7.04695e-03	3.45213e-06	4.55913e-01	7.04685e-03	3.45208e-06	1.18780e-01	5.72131e-04	3.11680e-07	6.38425e+00	2.40454e-01	1.09448e-04	7.16991e-02	1.10106e-03	5.60722e-07	4.41708e+00	2.42180e-01	1.10245e-04	1.06170e+01	1.81867e+00	8.12661e-04	1.06170e+01	1.81867e+00	8.12661e-04	1.06170e+01	1.81867e+00	8.12661e-04
4.00000e+01	1.27886e+00	2.81248e-02	1.34605e-05	5.92600e+00	4.15745e-01	2.01135e-04	6.30590e-02	9.42087e-04	3.20770e-06	3.46577e+00	4.99973e-03	5.81269e-06	1.21140e+00	4.72355e-03	2.78610e-06	1.48375e+00	1.20073e-01	1.20073e-03	1.48375e+00	1.20073e-01	1.20073e-03	1.48375e+00	1.20073e-01	1.20073e-03	1.48375e+00	1.20073e-01	1.20073e-03	3.01250e+00	2.25957e-01	2.25957e-03	3.01250e+00	2.25957e-01	2.25957e-03	1.93122e+00	8.45404e-03	4.13474e-06	4.55913e-01	8.45392e-03	4.13468e-06	1.18780e-01	6.86322e-04	3.73207e-07	6.38425e+00	2.88483e-01	1.31118e-04	7.16991e-02	1.32092e-03	6.71544e-07	4.41708e+00	2.90554e-01	1.32073e-04	1.06170e+01	2.18196e+00	9.73624e-04	1.06170e+01	2.18196e+00	9.73624e-04	1.06170e+01	2.18196e+00	9.73624e-04
4.50000e+01	1.27886e+00	3.35663e-02	1.60404e-05	5.92600e+00	4.96184e-01	2.39680e-04	6.30590e-02	1.12369e-03	3.82100e-06	3.46577e+00	5.96570e-03	6.92428e-06	1.21140e+00	5.63613e-03	3.31809e-06	1.48375e+00	1.43031e-01	1.43031e-03	1.48375e+00	1.43031e-01	1.43031e-03	1.48375e+00	1.43031e-01	1.43031e-03	1.48375e+00	1.43031e-01	1.43031e-03	3.01250e+00	2.69160e-01	2.69160e-03	3.01250e+00	2.69160e-01	2.69160e-03	1.93122e+00	1.00893e-02	4.92678e-06	4.55913e-01	1.00892e-02	4.92671e-06	1.18780e-01	8.19021e-04	4.44579e-07	6.38425e+00	3.44304e-01	1.56269e-04	7.16991e-02	1.57642e-03	8.00124e-07	4.41708e+00	3.46776e-01	1.57407e-04	1.06170e+01	2.60420e+00	1.16044e-03	1.06170e+01	2.60420e+00	1.16044e-03	1.06170e+01	2.60420e+00	1.16044e-03
5.00000e+01	1.27886e+00	3.98615e-02	1.90204e-05	5.92600e+00	5.89242e-01	2.84203e-04	6.30590e-02	1.33366e-03	4.52916e-06	3.46577e+00	7.08296e-03	8.20787e-06	1.21140e+00	6.69163e-03	3.93227e-06	1.48375e+00	1.69541e-01	1.69541e-03	1.48375e+00	1.69541e-01	1.69541e-03	1.48375e+00	1.69541e-01	1.69541e-03	1.48375e+00	1.69541e-01	1.69541e-03	3.01250e+00	3.19047e-01	3.19047e-03	3.01250e+00	3.19046e-01	3.19046e-03	1.93122e+00	1.19811e-02	5.84162e-06	4.55913e-01	1.19809e-02	5.84154e-06	1.18780e-01	9.72521e-04	5.26996e-07	6.38425e+00	4.08882e-01	1.85324e-04	7.16991e-02	1.87200e-03	9.48628e-07	4.41708e+00	4.11818e-01	1.86673e-04	1.06170e+01	3.09269e+00	1.37628e-03	1.06170e+01	3.09269e+00	1.37628e-03	1.06170e+01	3.09269e+00	1.37628e-03
5.50000e+01	1.27886e+00	4.71123e-02	2.24478e-05	5.92600e+00	6.96426e-01	3.35410e-04	6.30590e-02	1.57536e-03	5.34335e-06	3.46577e+00	8.36955e-03	9.68368e-06	1.21140e+00	7.90709e-03	4.63826e-06	1.48375e+00	2.00019e-01	2.00019e-03	1.48375e+00	2.00019e-01	2.00019e-03	1.48375e+00	2.00019e-01	2.00019e-03	1.48375e+00	2.00019e-01	2.00019e-03	3.01250e+00	3.76402e-01	3.76402e-03	3.01250e+00	3.76401e-01	3.76401e-03	1.93122e+00	1.41599e-02	6.89371e-06	4.55913e-01	1.41597e-02	6.89363e-06	1.18780e-01	1.14931e-03	6.21754e-07	6.38425e+00	4.83265e-01	2.18745e-04	7.16991e-02	2.21244e-03	1.11940e-06	4.41708e+00	4.86735e-01	2.20338e-04	1.06170e+01	3.65536e+00	1.62457e-03	1.06170e+01	3.65536e+00	1.62457e-03	1.06170e+01	3.65536e+00	1.62457e-03
6.00000e+01	1.27886e+00	5.54288e-02	2.63735e-05	5.92600e+00	8.19366e-01	3.94059e-04	6.30590e-02	1.85244e-03	6.27554e-06	3.46577e+00	9.84494e-03	1.13735e-05	1.21140e+00	9.30090e-03	5.44644e-06	1.48375e+00	2.34915e-01	2.34915e-03	1.48375e+00	2.34915e-01	2.34915e-03	1.48375e+00	2.34915e-01	2.34915e-03	1.48375e+00	2.34915e-01	2.34915e-03	3.01250e+00	4.42071e-01	4.42071e-03	3.01250e+00	4.42070e-01	4.42070e-03	1.93122e+00	1.66589e-02	8.09865e-06	4.55913e-01	1.66587e-02	8.09855e-06	1.18780e-01	1.35205e-03	7.30253e-07	6.38425e+00	5.68583e-01	2.57029e-04	7.16991e-02	2.60291e-03	1.31497e-06	4.41708e+00	5.72666e-01	2.58901e-04	1.06170e+01	4.30075e+00	1.90899e-03	1.06170e+01	4.30075e+00	1.90899e-03	1.06170e+01	4.30075e+00	1.90899e-03
7.00000e+01	1.27886e+00	7.57420e-02	3.59418e-05	5.92600e+00	1.11965e+00	5.37005e-04	6.30590e-02	2.52867e-03	8.54647e-06	3.46577e+00	1.34475e-02	1.54901e-05	1.21140e+00	1.27042e-02	7.41473e-06	1.48375e+00	3.19927e-01	3.19927e-03	1.48375e+00	3.19927e-01	3.19927e-03	1.48375e+00	3.19927e-01	3.19927e-03	1.48375e+00	3.19927e-01	3.19927e-03	3.01250e+00	6.02048e-01	6.02048e-03	3.01250e+00	6.02048e-01	6.02048e-03	1.93122e+00	2.27624e-02	1.10352e-05	4.55913e-01	2.27622e-02	1.10351e-05	1.18780e-01	1.84720e-03	9.94583e-07	6.38425e+00	7.76977e-01	3.50357e-04	7.16991e-02	3.55657e-03	1.79154e-06	4.41708e+00	7.82555e-01	3.52908e-04	1.06170e+01	5.87716e+00	2.60240e-03	1.06170e+01	5.87716e+00	2.60240e-03	1.06170e+01	5.87716e+00	2.60240e-03
8.00000e+01	1.27886e+00	1.01854e-01	4.82095e-05	5.92600e+00	1.50565e+00	7.20276e-04	6.30590e-02	3.39706e-03	1.14562e-05	3.46577e+00	1.80767e-02	2.07651e-05	1.21140e+00	1.70774e-02	9.93587e-06	1.48375e+00	4.28853e-01	4.28853e-03	1.48375e+00	4.28853e-01	4.28853e-03	1.48375e+00	4.28853e-01	4.28853e-03	1.48375e+00	4.28853e-01	4.28853e-03	3.01250e+00	8.07028e-01	8.07028e-03	3.01250e+00	8.07027e-01	8.07027e-03	1.93122e+00	3.06079e-02	1.47997e-05	4.55913e-01	3.06075e-02	1.47996e-05	1.18780e-01	2.48357e-03	1.33329e-06	6.38425e+00	1.04487e+00	4.70040e-04	7.16991e-02	4.78240e-03	2.40241e-06	4.41708e+00	1.05237e+00	4.73463e-04	1.06170e+01	7.90372e+00	3.49171e-03	1.06170e+01	7.90372e+00	3.49171e-03	1.06170e+01	7.90372e+00	3.49171e-03
8.50000e+01	1.27886e+00	1.17453e-01	5.55248e-05	5.92600e+00	1.73625e+00	8.29558e-04	6.30590e-02	3.91548e-03	1.31905e-05	3.46577e+00	2.08414e-02	2.39093e-05	1.21140e+00	1.96892e-02	1.14382e-05	1.48375e+00	4.93776e-01	4.93776e-03	1.48375e+00	4.93776e-01	4.93776e-03	1.48375e+00	4.93776e-01	4.93776e-03	1.48375e+00	4.93776e-01	4.93776e-03	3.01250e+00	9.29202e-01	9.29202e-03	3.01250e+00	9.29201e-01	9.29201e-03	1.93122e+00	3.52945e-02	1.70443e-05	4.55913e-01	3.52941e-02	1.70441e-05	1.18780e-01	2.86369e-03	1.53519e-06	6.38425e+00	1.20491e+00	5.41418e-04	7.16991e-02	5.51467e-03	2.76661e-06	4.41708e+00	1.21356e+00	5.45360e-04	1.06170e+01	9.11441e+00	4.02212e-03	1.06170e+01	9.11441e+00	4.02212e-03	1.06170e+01	9.11441e+00	4.02212e-03
9.00000e+01	1.27886e+00	1.34963e-01	6.37262e-05	5.92600e+00	1.99510e+00	9.52076e-04	6.30590e-02	4.49712e-03	1.51342e-05	3.46577e+00	2.39442e-02	2.74334e-05	1.21140e+00	2.26203e-02	1.31218e-05	1.48375e+00	5.66542e-01	5.66542e-03	1.48375e+00	5.66542e-01	5.66542e-03	1.48375e+00	5.66542e-01	5.66542e-03	1.48375e+00	5.66542e-01	5.66542e-03	3.01250e+00	1.06614e+00	1.06614e-02	3.01250e+00	1.06613e+00	1.06613e-02	1.93122e+00	4.05550e-02	1.95606e-05	4.55913e-01	4.05546e-02	1.95604e-05	1.18780e-01	3.29034e-03	1.76147e-06	6.38425e+00	1.38456e+00	6.21450e-04	7.16991e-02	6.33662e-03	3.17487e-06	4.41708e+00	1.39450e+00	6.25974e-04	1.06170e+01	1.04734e+01	4.61686e-03	1.06170e+01	1.04734e+01	4.61686e-03	1.06170e+01	1.04734e+01	4.61686e-03
